Mod:Item:MetaData, Localized Name
immersiveengineering:connector:4, HV Wire Connector
immersiveengineering:connector:5, HV Wire Relay
immersiveengineering:connector:6, Structural Cable Connector
immersiveengineering:connector:7, Transformer
immersiveengineering:connector:8, HV Transformer
immersiveengineering:connector:9, Breaker Switch
immersiveengineering:connector:10, Redstone Breaker
immersiveengineering:connector:11, Current Transformer
immersiveengineering:connector:12, Redstone Wire Connector
immersiveengineering:connector:13, Redstone Probe Connector
immersiveengineering:metal_device0:0, LV Capacitor
immersiveengineering:metal_device0:1, MV Capacitor
immersiveengineering:metal_device0:2, HV Capacitor
immersiveengineering:metal_device0:3, Creative Capacitor
immersiveengineering:metal_device0:4, Metal Barrel
immersiveengineering:metal_device0:5, Fluid Pump
immersiveengineering:metal_device0:6, Fluid Outlet
immersiveengineering:metal_device1:0, Blast Furnace Preheater
immersiveengineering:metal_device1:1, External Heater
immersiveengineering:metal_device1:2, Kinetic Dynamo
immersiveengineering:metal_device1:3, Thermoelectric Generator
immersiveengineering:metal_device1:4, Powered Lantern
immersiveengineering:metal_device1:5, Charging Station
immersiveengineering:metal_device1:6, Fluid Pipe
immersiveengineering:metal_device1:7, Core Sample Drill
immersiveengineering:metal_device1:8, Tesla Coil
immersiveengineering:metal_device1:9, Floodlight
immersiveengineering:metal_device1:10, Chemthrower Turret
immersiveengineering:metal_device1:11, Gun Turret
immersiveengineering:metal_device1:13, Garden Cloche
immersiveengineering:conveyor, tile.immersiveengineering.conveyor.name
immersiveengineering:material:0, Treated Stick
immersiveengineering:material:1, Iron Rod
immersiveengineering:material:2, Steel Rod
immersiveengineering:material:3, Aluminium Rod
immersiveengineering:material:4, Industrial Hemp Fiber
immersiveengineering:material:5, Tough Fabric
immersiveengineering:material:6, Coal Coke
immersiveengineering:material:7, Slag
immersiveengineering:material:8, Iron Mechanical Component
immersiveengineering:material:9, Steel Mechanical Component
immersiveengineering:material:10, Waterwheel Segment
immersiveengineering:material:11, Windmill Blade
immersiveengineering:material:12, Windmill Sail
immersiveengineering:material:13, Wooden Grip
immersiveengineering:material:14, Revolver Barrel
immersiveengineering:material:15, Revolver Drum
immersiveengineering:material:16, Revolver Hammer
immersiveengineering:material:17, Coke Dust
immersiveengineering:material:18, HOP Graphite Dust
immersiveengineering:material:19, HOP Graphite Ingot
immersiveengineering:material:20, Copper Wire
immersiveengineering:material:21, Electrum Wire
immersiveengineering:material:22, Aluminium Wire
immersiveengineering:material:23, Steel Wire
immersiveengineering:material:24, Nitrate Dust
immersiveengineering:material:25, Sulfur Dust
immersiveengineering:material:26, Vacuum Tube
immersiveengineering:material:27, Circuit Board
immersiveengineering:metal:0, Copper Ingot
immersiveengineering:metal:1, Aluminium Ingot
immersiveengineering:metal:2, Lead Ingot
immersiveengineering:metal:3, Silver Ingot
immersiveengineering:metal:4, Nickel Ingot
immersiveengineering:metal:5, Uranium Ingot
immersiveengineering:metal:6, Constantan Ingot
immersiveengineering:metal:7, Electrum Ingot
immersiveengineering:metal:8, Steel Ingot
immersiveengineering:metal:9, Copper Grit
immersiveengineering:metal:10, Aluminium Grit
immersiveengineering:metal:11, Lead Grit
immersiveengineering:metal:12, Silver Grit
immersiveengineering:metal:13, Nickel Grit
immersiveengineering:metal:14, Uranium Grit
immersiveengineering:metal:15, Constantan Grit
immersiveengineering:metal:16, Electrum Grit
immersiveengineering:metal:17, Steel Grit
immersiveengineering:metal:18, Iron Grit
immersiveengineering:metal:19, Gold Grit
immersiveengineering:metal:20, Copper Nugget
immersiveengineering:metal:21, Aluminium Nugget
immersiveengineering:metal:22, Lead Nugget
immersiveengineering:metal:23, Silver Nugget
immersiveengineering:metal:24, Nickel Nugget
immersiveengineering:metal:25, Uranium Nugget
immersiveengineering:metal:26, Constantan Nugget
immersiveengineering:metal:27, Electrum Nugget
immersiveengineering:metal:28, Steel Nugget
immersiveengineering:metal:29, Iron Nugget
immersiveengineering:metal:30, Copper Plate
immersiveengineering:metal:31, Aluminium Plate
immersiveengineering:metal:32, Lead Plate
immersiveengineering:metal:33, Silver Plate
immersiveengineering:metal:34, Nickel Plate
immersiveengineering:metal:35, Uranium Plate
immersiveengineering:metal:36, Constantan Plate
immersiveengineering:metal:37, Electrum Plate
immersiveengineering:metal:38, Steel Plate
immersiveengineering:metal:39, Iron Plate
immersiveengineering:metal:40, Gold Plate
immersiveengineering:tool:0, Engineer's Hammer
immersiveengineering:tool:1, Engineer's Wire Cutters
immersiveengineering:tool:2, Engineer's Voltmeter
immersiveengineering:tool:3, Engineer's Manual
immersiveengineering:pickaxe_steel, Steel Pickaxe
immersiveengineering:shovel_steel, Steel Shovel
immersiveengineering:axe_steel, Steel Axe
immersiveengineering:sword_steel, Steel Sword
immersiveengineering:toolbox, Engineer's Toolbox
immersiveengineering:wirecoil:0, LV Wire Coil
immersiveengineering:wirecoil:1, MV Wire Coil
immersiveengineering:wirecoil:2, HV Wire Coil
immersiveengineering:wirecoil:3, Hemp Rope Coil
immersiveengineering:wirecoil:4, Steel Cable Coil
immersiveengineering:wirecoil:5, Redstone Wire Coil
immersiveengineering:wirecoil:6, Insulated LV Wire Coil
immersiveengineering:wirecoil:7, Insulated MV Wire Coil
immersiveengineering:seed:0, Industrial Hemp Seeds
immersiveengineering:drill:0, Mining Drill
immersiveengineering:drillhead:0, Steel Drill Head
immersiveengineering:drillhead:1, Iron Drill Head
immersiveengineering:jerrycan, Jerrycan
immersiveengineering:mold:0, Metal Press Mold: Plate
immersiveengineering:mold:1, Metal Press Mold: Gear
immersiveengineering:mold:2, Metal Press Mold: Rod
immersiveengineering:mold:3, Metal Press Mold: Bullet Casing
immersiveengineering:mold:4, Metal Press Mold: Wire
immersiveengineering:mold:5, Metal Press Mold: Packing 2x2
immersiveengineering:mold:6, Metal Press Mold: Packing 3x3
immersiveengineering:mold:7, Metal Press Mold: Unpacking
immersiveengineering:blueprint, Engineer's Blueprint
immersiveengineering:revolver, Revolver
immersiveengineering:speedloader, Revolver Speedloader
immersiveengineering:bullet:0, Empty Casing
immersiveengineering:bullet:1, Empty Shell
immersiveengineering:bullet:2, Casull Cartridge
immersiveengineering:bullet:2, Armor-Piercing Cartridge
immersiveengineering:bullet:2, Buckshot Cartridge
immersiveengineering:bullet:2, High-Explosive Cartridge
immersiveengineering:bullet:2, Silver Cartridge
immersiveengineering:bullet:2, Dragon's Breath Cartridge
immersiveengineering:bullet:2, Phial Cartridge
immersiveengineering:bullet:2, Flare Cartridge
immersiveengineering:chemthrower, Chemical Thrower
immersiveengineering:railgun, Railgun
immersiveengineering:skyhook, Engineer's Skyhook
immersiveengineering:toolupgrade:0, Pressurized Air Tank
immersiveengineering:toolupgrade:1, Advanced Lubrication System
immersiveengineering:toolupgrade:2, Additional Augers
immersiveengineering:toolupgrade:3, Large Tank
immersiveengineering:toolupgrade:4, Bayonet
immersiveengineering:toolupgrade:5, Extended Magazine
immersiveengineering:toolupgrade:6, Amplifier Electron Tubes
immersiveengineering:toolupgrade:7, Focused Nozzle
immersiveengineering:toolupgrade:8, Precision Scope
immersiveengineering:toolupgrade:9, Additional Capacitors
immersiveengineering:toolupgrade:10, Flashbulb
immersiveengineering:toolupgrade:11, Shock Emitters
immersiveengineering:toolupgrade:12, Magnetic Glove
immersiveengineering:toolupgrade:13, Multitank
immersiveengineering:shader, Shader
immersiveengineering:shader_bag, Shader Grabbag
immersiveengineering:earmuffs, Ear Defenders
immersiveengineering:coresample, Core Sample
immersiveengineering:graphite_electrode, Graphite Electrode
immersiveengineering:faraday_suit_feet, Faraday Boots
immersiveengineering:faraday_suit_legs, Faraday Leggings
immersiveengineering:faraday_suit_chest, Faraday Chestplate
immersiveengineering:faraday_suit_head, Faraday Helmet
immersiveengineering:fluorescent_tube, Fluorescent Tube
immersiveengineering:powerpack, Capacitor Backpack
immersiveengineering:shield, Heavy Plated Shield
immersiveengineering:maintenance_kit, Maintenance Kit
jurassicraft:phoenix_seeds, Phoenix Seeds
jurassicraft:dart_tranquilizer, Dart Tranquilizer
jurassicraft:oiled_potato_strips, Oiled Potato Strips
jurassicraft:tour_rail, Tour Vehicle Track
jurassicraft:pelvis:3, Brachiosaurus Pelvis
jurassicraft:pelvis:7, Dilophosaurus Pelvis
jurassicraft:pelvis:9, Gallimimus Pelvis
jurassicraft:pelvis:2, Microraptor Pelvis
jurassicraft:pelvis:4, Mussaurus Pelvis
jurassicraft:pelvis:13, Parasaurolophus Pelvis
jurassicraft:pelvis:19, Triceratops Pelvis
jurassicraft:pelvis:20, Tyrannosaurus Pelvis
jurassicraft:wild_potato_seeds, Wild Potato Seeds
jurassicraft:dna_extractor, DNA Extractor
jurassicraft:dicroidium_zuberi, Dicroidium Zuberi
jurassicraft:hatched_egg:0, Hatched Velociraptor Egg
jurassicraft:psaronius_stairs, Psaronius Stairs
jurassicraft:chilean_sea_bass, Chilean Sea Bass
jurassicraft:psaronius_fence, Psaronius Fence
jurassicraft:peat_moss, Peat Moss
jurassicraft:encased_nest_fossil:0, Encased Fossilized Nest
jurassicraft:encased_nest_fossil:1, Encased Fossilized Nest
jurassicraft:encased_nest_fossil:2, Encased Fossilized Nest
jurassicraft:calamites_slab:0, Calamites Slab
jurassicraft:calamites_stairs, Calamites Stairs
jurassicraft:cultivate_bottom:0, White Cultivator
jurassicraft:cultivate_bottom:1, Orange Cultivator
jurassicraft:cultivate_bottom:2, Magenta Cultivator
jurassicraft:cultivate_bottom:3, Light Blue Cultivator
jurassicraft:cultivate_bottom:4, Yellow Cultivator
jurassicraft:cultivate_bottom:5, Lime Cultivator
jurassicraft:cultivate_bottom:6, Pink Cultivator
jurassicraft:cultivate_bottom:7, Gray Cultivator
jurassicraft:cultivate_bottom:8, Light Gray Cultivator
jurassicraft:cultivate_bottom:9, Cyan Cultivator
jurassicraft:cultivate_bottom:10, Purple Cultivator
jurassicraft:cultivate_bottom:11, Blue Cultivator
jurassicraft:cultivate_bottom:12, Brown Cultivator
jurassicraft:cultivate_bottom:13, Green Cultivator
jurassicraft:cultivate_bottom:14, Red Cultivator
jurassicraft:cultivate_bottom:15, Black Cultivator
jurassicraft:pectoral_fin_bones_fresh:1, Fresh Coelacanth Pectoral Fin Bones
jurassicraft:car_chassis, Car Chassis
jurassicraft:phoenix_planks, Phoenix Planks
jurassicraft:goat_raw, Raw Goat
jurassicraft:ginkgo_door, Ginkgo Door
jurassicraft:encased_fossil_1:3, Encased Triceratops Fossil
jurassicraft:encased_fossil_1:4, Encased Tyrannosaurus Fossil
jurassicraft:araucaria_sapling, Araucaria Sapling
jurassicraft:storage_disc, Storage Disc
jurassicraft:spine_fresh:1, Fresh Coelacanth Spine
jurassicraft:growth_serum, Growth Serum
jurassicraft:goat_cooked, Cooked Goat
jurassicraft:bug_crate, Bug Farming Crate
jurassicraft:first_dorsal_fin:1, Coelacanth First Dorsal Fin
jurassicraft:plant_fossil, Plant Fossil
jurassicraft:ajuginucula_smithii, Ajuginucula Smithii
jurassicraft:petri_dish, Petri Dish
jurassicraft:psaronius_log, Psaronius Log
jurassicraft:tour_rail_medium, Medium Tour Vehicle Track
jurassicraft:dinosaur_steak:3, Cooked Brachiosaurus Meat
jurassicraft:dinosaur_steak:1, Cooked Coelacanth Meat
jurassicraft:dinosaur_steak:7, Cooked Dilophosaurus Meat
jurassicraft:dinosaur_steak:9, Cooked Gallimimus Meat
jurassicraft:dinosaur_steak:2, Cooked Microraptor Meat
jurassicraft:dinosaur_steak:4, Cooked Mussaurus Meat
jurassicraft:dinosaur_steak:13, Cooked Parasaurolophus Meat
jurassicraft:dinosaur_steak:19, Cooked Triceratops Meat
jurassicraft:dinosaur_steak:20, Cooked Tyrannosaurus Meat
jurassicraft:dinosaur_steak:0, Cooked Velociraptor Meat
jurassicraft:low_security_fence_wire, Low Security Fence Wire
jurassicraft:rhamnus_salicifolius_seeds, Rhamnus Salicifolius Seeds
jurassicraft:caudal_fin:1, Coelacanth Caudal Fin
jurassicraft:display_block, tile.display_block.name
jurassicraft:disc_dont_move_a_muscle, JurassiCraft Record
jurassicraft:psaronius_fence_gate, Psaronius Fence Gate
jurassicraft:field_guide, InGen Field Guide
jurassicraft:phoenix_double_slab:0, Phoenix Slab
jurassicraft:dart_poison_executioner_concoction, Lethal Dart
jurassicraft:birthing_wand, Birthing Wand
jurassicraft:plant_cells_petri_dish, Plant Cells in Petri Dish
jurassicraft:neck_vertebrae:3, Brachiosaurus Neck Vertebrae
jurassicraft:neck_vertebrae:9, Gallimimus Neck Vertebrae
jurassicraft:neck_vertebrae:2, Microraptor Neck Vertebrae
jurassicraft:neck_vertebrae:4, Mussaurus Neck Vertebrae
jurassicraft:neck_vertebrae:13, Parasaurolophus Neck Vertebrae
jurassicraft:neck_vertebrae:19, Triceratops Neck Vertebrae
jurassicraft:neck_vertebrae:20, Tyrannosaurus Neck Vertebrae
jurassicraft:neck_vertebrae:0, Velociraptor Neck Vertebrae
jurassicraft:neck_fresh:7, Fresh Dilophosaurus Neck
jurassicraft:west_indian_lilac_berries:0, West Indian Lilac Berries
jurassicraft:psaronius_leaves, Psaronius Leaves
jurassicraft:phoenix_fruit, Phoenix Fruit
jurassicraft:enallhelia_coral, Enallhelia
jurassicraft:psaronius_sapling, Psaronius Sapling
jurassicraft:araucaria_fence, Araucaria Fence
jurassicraft:phoenix_fence_gate, Phoenix Fence Gate
jurassicraft:stamp_set, Stamp Set
jurassicraft:anal_fin:1, Coelacanth Anal Fin
jurassicraft:dicksonia, Dicksonia
jurassicraft:pregnancy_test, Pregnancy Test
jurassicraft:mural, Mural
jurassicraft:reinforced_glass, Reinforced Glass
jurassicraft:anal_fin_fresh:1, Fresh Coelacanth Anal Fin
jurassicraft:spine:1, Coelacanth Spine
jurassicraft:liquid_agar, Liquid Agar
jurassicraft:reinforced_glass_pane, Reinforced Glass Pane
jurassicraft:computer_screen, Computer Screen
jurassicraft:fine_net, Fine Net
jurassicraft:enallhelia, tile.enallhelia.name
jurassicraft:calamites_sapling, Calamites Sapling
jurassicraft:hippurites_radiosus_coral, Hippurites Radiosus
jurassicraft:ingen_journal:0, InGen Journal
jurassicraft:ingen_journal:1, InGen Journal
jurassicraft:ingen_journal:2, InGen Journal
jurassicraft:ingen_journal:3, InGen Journal
jurassicraft:ingen_journal:4, InGen Journal
jurassicraft:ingen_journal:5, InGen Journal
jurassicraft:ingen_journal:6, InGen Journal
jurassicraft:ingen_journal:7, InGen Journal
jurassicraft:ingen_journal:8, InGen Journal
jurassicraft:encased_fossil_0:0, Encased Velociraptor Fossil
jurassicraft:encased_fossil_0:1, Encased Coelacanth Fossil
jurassicraft:encased_fossil_0:2, Encased Microraptor Fossil
jurassicraft:encased_fossil_0:3, Encased Brachiosaurus Fossil
jurassicraft:encased_fossil_0:4, Encased Mussaurus Fossil
jurassicraft:encased_fossil_0:7, Encased Dilophosaurus Fossil
jurassicraft:encased_fossil_0:9, Encased Gallimimus Fossil
jurassicraft:encased_fossil_0:13, Encased Parasaurolophus Fossil
jurassicraft:arm_bones:7, Dilophosaurus Arm Bones
jurassicraft:arm_bones:9, Gallimimus Arm Bones
jurassicraft:arm_bones:2, Microraptor Arm Bones
jurassicraft:arm_bones:4, Mussaurus Arm Bones
jurassicraft:arm_bones:20, Tyrannosaurus Arm Bones
jurassicraft:arm_bones:0, Velociraptor Arm Bones
jurassicraft:tour_rail_slow, Slow Tour Vehicle Track
jurassicraft:skeleton_assembly, Skeleton Assembly Table
jurassicraft:car_windscreen, Car Windscreen
jurassicraft:calamites_log_petrified, Petrified Calamites Log
jurassicraft:feeder, Feeder
jurassicraft:wild_potato_cooked, Cooked Wild Potato
jurassicraft:phoenix_leaves, Phoenix Leaves
jurassicraft:clear_glass_pane, Clear Glass Pane
jurassicraft:dart_gun, Dart Gun
jurassicraft:lithostrotion, tile.lithostrotion.name
jurassicraft:fossilized_trackway:0, Fossilized Biped Trackway
jurassicraft:fossilized_trackway:1, Fossilized Small Biped Trackway
jurassicraft:fossilized_trackway:2, Fossilized Raptor Trackway
jurassicraft:skull_display_block, tile.skull_display_block.name
jurassicraft:plant_dna:0, Ajuginucula Smithii DNA
jurassicraft:plant_dna:25, Araucaria DNA
jurassicraft:plant_dna:34, Aulopora DNA
jurassicraft:plant_dna:6, Cycadeoidea DNA
jurassicraft:plant_dna:27, Bristle Fern DNA
jurassicraft:plant_dna:2, Calamites DNA
jurassicraft:plant_dna:26, Cinnamon Fern DNA
jurassicraft:plant_dna:35, Cladochonus DNA
jurassicraft:plant_dna:7, Cry Pansy DNA
jurassicraft:plant_dna:9, Zamites DNA
jurassicraft:plant_dna:10, Dicksonia DNA
jurassicraft:plant_dna:12, Dicroidium Zuberi DNA
jurassicraft:plant_dna:13, Dictyophyllum DNA
jurassicraft:plant_dna:33, Enallhelia DNA
jurassicraft:plant_dna:21, Encephalartos DNA
jurassicraft:plant_dna:5, Ginkgo DNA
jurassicraft:plant_dna:32, Graminidites Bambusoides DNA
jurassicraft:plant_dna:38, Hippurites Radiosus DNA
jurassicraft:plant_dna:16, Ladinia Simplex DNA
jurassicraft:plant_dna:30, Largestipule Leather-root DNA
jurassicraft:plant_dna:19, Liriodendrites DNA
jurassicraft:plant_dna:36, Lithostrotion DNA
jurassicraft:plant_dna:17, Orontium Mackii DNA
jurassicraft:plant_dna:23, Phoenix DNA
jurassicraft:plant_dna:22, Psaronius DNA
jurassicraft:plant_dna:20, Raphaelia DNA
jurassicraft:plant_dna:31, Rhacophyton DNA
jurassicraft:plant_dna:40, Rhamnus Salifocifus DNA
jurassicraft:plant_dna:8, Scaly Tree Fern DNA
jurassicraft:plant_dna:15, Serenna Veriformans DNA
jurassicraft:plant_dna:3, Chain Fern DNA
jurassicraft:plant_dna:4, Cycad DNA
jurassicraft:plant_dna:1, Royal Fern DNA
jurassicraft:plant_dna:37, Stylophyllopsis DNA
jurassicraft:plant_dna:28, Tempskya DNA
jurassicraft:plant_dna:18, Umaltolepis DNA
jurassicraft:plant_dna:11, Wild Onion DNA
jurassicraft:plant_dna:24, Wild Potato DNA
jurassicraft:plant_dna:29, Woolly-stalked Begonia DNA
jurassicraft:rhamnus_salicifolius, Rhamnus Salicifolius
jurassicraft:pelvic_fin_bones_fresh:1, Fresh Coelacanth Pelvic Fin Bones
jurassicraft:ginkgo_double_slab:0, Ginkgo Slab
jurassicraft:ajuginucula_smithii_seeds, Ajuginucula Smithii Seeds
jurassicraft:claw_fresh:0, Fresh Velociraptor Claw
jurassicraft:ribcage:3, Brachiosaurus Ribcage
jurassicraft:ribcage:7, Dilophosaurus Ribcage
jurassicraft:ribcage:9, Gallimimus Ribcage
jurassicraft:ribcage:2, Microraptor Ribcage
jurassicraft:ribcage:4, Mussaurus Ribcage
jurassicraft:ribcage:13, Parasaurolophus Ribcage
jurassicraft:ribcage:19, Triceratops Ribcage
jurassicraft:ribcage:20, Tyrannosaurus Ribcage
